STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2023,31.12.2023,31.12.2022,31.12.2022
STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%)
,I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo)
56,Công ty TNHH Delta - Valley Bình Thuận,Tỉnh Bình Thuận,Kinh doanh bất động sản,"99,85","100,00","99,85","100,00"
57,Công ty Cổ phần Đầu tư Bất động sản Trường Thạnh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","100,00","99,99","100,00"
58,Công ty TNHH Tư vấn Long Hưng Phát,TP Hồ Chí Minh,Hoạt động tư vấn quản lý,"79,98","80,00","79,98","80,00"
59,Công ty TNHH Đầu tư Bất động sản Long Hưng Phát,Tỉnh Đồng Nai,Kinh doanh bất động sản,"79,98","100,00","79,98","100,00"
60,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thuận Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99"
61,Công ty TNHH Đầu tư và Phát triển Bất động sản Cửu Long,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","100,00","99,99","100,00"
62,Công ty Cổ phần Dịch vụ Đầu tư Lucky House,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00"
63,Công ty TNHH Đầu tư Bất động sản Tân Kim Yến,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99"
64,Công ty TNHH Bất động sản Phúc Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"69,97","99,99","69,97","99,99"
65,Công ty TNHH Bất động sản Thế Kỹ Hoàng Kim,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00"
66,Công ty Cổ phần Nova Holiday,TP Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"99,98","99,98","99,98","99,98"
67,Công ty TNHH Đầu tư và Phát triển Bất động sản An Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00"
68,Công ty Cổ phần Global Membership (tên gọi trước đáy là Công ty Cổ phần Big Ben Holiday),TP Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"100,00","100,00","100,00","100,00"
69,Công ty TNHH Đầu tư và Phát triển Bất động sản An Huy,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99"
70,Công ty Cổ phần Địa ốc Ngân Hiệp,Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,98","99,99","99,98","99,99"
