Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước
01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,8.440.110.589.235,9.311.261.949.710
02,2. Các khoản giảm trừ doanh thu,22.1,(477.481.551.385),(472.636.955.295)
10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,7.962.629.037.850,8.838.624.994.415
11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(6.607.041.535.736),(7.277.551.225.731)
20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.355.587.502.114,1.561.073.768.684
21,6. Doanh thu hoạt động tài chính,22.2,10.842.104.936,25.902.029.152
22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(222.634.224.822) (181.090.596.247),(272.068.535.647) (238.355.497.769)
23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(222.634.224.822) (181.090.596.247),(272.068.535.647) (238.355.497.769)
25,8. Chi phí bán hàng,24,(150.250.619.058),(159.933.838.538)
26,9. Chi phí quản lý doanh nghiệp,24,(200.515.968.144),(214.576.964.523)
30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,793.028.795.026,940.396.459.128
31,11. Thu nhập khác,26,1.721.731.434,3.473.821.039
32,12. Chi phí khác,26,(27.825.712.839),(16.583.616.013)
40,13. Lỗ khác,,(26.103.981.405),(13.109.794.974)
50,14. Tổng lợi nhuận kế toán trước thuế,,766.924.813.621,927.286.664.154
51,15. Chi phí thuế TNDN hiện hành,28.1,(160.443.030.649),(190.059.148.853)
52,16. Thu nhập thuế TNDN hoãn lại,28.1,758.071.885,2.711.346.024
60,17. Lợi nhuận sau thuế TNDN,,607.239.854.857,739.938.861.325
